Open Time,Open,High,Low,Close,Volume
2024-07-03 02:00:00,61617.9,61618.3,61228.5,61357.0,13120.069
2024-07-03 03:00:00,61357.1,61365.4,60600.0,60983.5,21728.334
2024-07-03 04:00:00,60983.4,60983.5,60802.0,60867.6,6354.359
2024-07-03 05:00:00,60867.5,61117.7,60840.6,61114.0,6517.852
2024-07-03 06:00:00,61115.0,61179.4,60971.6,61004.1,5367.251
2024-07-03 07:00:00,61004.1,61024.5,60832.9,60859.9,4945.691
2024-07-03 08:00:00,60859.8,60987.3,60300.0,60496.1,15545.105
2024-07-03 09:00:00,60496.1,60678.9,60312.2,60601.1,12427.613
2024-07-03 10:00:00,60601.2,60620.5,59515.1,60379.8,39976.937
2024-07-03 11:00:00,60379.9,60486.0,60108.0,60384.9,13075.461
2024-07-03 12:00:00,60384.9,60390.4,59905.6,60032.3,15454.613
2024-07-03 13:00:00,60032.3,60635.0,59756.5,60589.1,21332.694
2024-07-03 14:00:00,60589.1,60700.0,60257.2,60286.8,12066.432
2024-07-03 15:00:00,60286.8,60448.0,59950.0,60176.1,17475.612
2024-07-03 16:00:00,60176.1,60653.0,60084.6,60495.8,12301.064
2024-07-03 17:00:00,60495.8,60518.5,60189.5,60372.3,5351.87
2024-07-03 18:00:00,60372.3,60443.7,60230.5,60246.7,4007.134
2024-07-03 19:00:00,60246.7,60246.7,59645.6,59661.2,16744.201
2024-07-03 20:00:00,59661.2,59872.6,59555.0,59595.9,10540.932
2024-07-03 21:00:00,59595.9,60339.9,59299.3,60235.5,13497.083
2024-07-03 22:00:00,60235.5,60359.8,60118.1,60311.1,3878.909
2024-07-03 23:00:00,60311.2,60361.7,60194.0,60208.0,2867.055
2024-07-04 00:00:00,60208.0,60475.0,60207.9,60417.9,5961.455
2024-07-04 01:00:00,60417.8,60500.0,58388.0,58561.7,47639.05
2024-07-04 02:00:00,58561.7,59092.6,57611.0,58953.7,37960.305
2024-07-04 03:00:00,58953.6,59138.3,58826.9,59092.4,7715.275
2024-07-04 04:00:00,59092.4,59131.7,58702.3,58953.1,8494.342
2024-07-04 05:00:00,58953.2,59026.5,58848.5,58885.4,5240.154
2024-07-04 06:00:00,58885.4,59073.3,58515.3,58780.0,12908.302
2024-07-04 07:00:00,58780.0,58844.7,58086.4,58214.0,19588.39
2024-07-04 08:00:00,58214.0,58484.5,57000.0,57674.1,38075.231
2024-07-04 09:00:00,57674.1,57857.7,56917.5,57725.9,33000.4
2024-07-04 10:00:00,57725.9,57938.4,57400.0,57929.6,14865.403
2024-07-04 11:00:00,57929.6,58088.0,57658.8,57748.4,11922.295
2024-07-04 12:00:00,57748.4,57748.4,57146.0,57234.4,17252.308
2024-07-04 13:00:00,57234.3,57485.0,56750.0,57402.1,45010.724
2024-07-04 14:00:00,57402.2,57525.7,56825.4,57433.9,21643.767
2024-07-04 15:00:00,57433.9,58350.0,57336.9,58137.6,26817.02
2024-07-04 16:00:00,58137.5,58400.0,57735.7,58288.4,14952.832
2024-07-04 17:00:00,58288.5,58378.6,58081.6,58230.4,7638.223
2024-07-04 18:00:00,58230.4,58363.6,57917.0,58152.1,9242.132
2024-07-04 19:00:00,58152.1,58653.4,58122.4,58267.0,10720.462
2024-07-04 20:00:00,58266.9,58346.1,58111.6,58346.1,4488.898
2024-07-04 21:00:00,58346.0,58644.0,58274.8,58485.9,4344.708
2024-07-04 22:00:00,58485.8,58800.0,57978.3,58031.8,10243.813
2024-07-04 23:00:00,58031.9,58103.9,56560.0,57045.9,29930.788
2024-07-05 00:00:00,57045.9,57533.4,56637.7,57363.4,40601.846
2024-07-05 01:00:00,57363.5,57426.6,56780.1,57150.9,18045.13
2024-07-05 02:00:00,57150.8,57228.9,55351.0,55756.4,49781.978
2024-07-05 03:00:00,55756.4,55961.6,54918.3,55214.6,55290.808
2024-07-05 04:00:00,55214.7,55350.0,53329.5,53923.2,62939.367
2024-07-05 05:00:00,53923.3,54772.5,53769.6,54771.9,24059.76
2024-07-05 06:00:00,54772.0,54780.0,53861.5,54274.9,25895.425
2024-07-05 07:00:00,54274.8,54432.9,53947.3,54389.4,15741.03
2024-07-05 08:00:00,54389.4,54437.7,54033.5,54065.9,12470.632
2024-07-05 09:00:00,54065.9,54719.1,53870.4,54505.0,19442.748
2024-07-05 10:00:00,54504.9,55348.8,54382.4,54963.5,25290.959
2024-07-05 11:00:00,54963.5,55629.7,54963.5,55458.9,21759.327
2024-07-05 12:00:00,55459.0,55919.1,54900.0,55037.2,32521.065
2024-07-05 13:00:00,55037.2,55847.3,54822.9,55801.9,25890.471
2024-07-05 14:00:00,55801.8,55862.3,55321.8,55730.6,15358.125
2024-07-05 15:00:00,55730.6,56663.5,55633.1,56637.5,32274.656
2024-07-05 16:00:00,56637.5,56900.0,56110.6,56425.0,29714.35
2024-07-05 17:00:00,56425.0,57000.0,56273.0,56422.4,18852.705
2024-07-05 18:00:00,56422.5,56712.1,55781.8,56521.5,27064.706
2024-07-05 19:00:00,56521.6,56730.7,56310.1,56446.2,7812.851
2024-07-05 20:00:00,56446.1,56505.1,56300.0,56327.3,4031.909
2024-07-05 21:00:00,56327.3,56778.0,56327.2,56491.7,3701.828
2024-07-05 22:00:00,56491.7,56715.6,56373.0,56600.1,4177.003
2024-07-05 23:00:00,56600.1,56847.0,56586.0,56604.9,4474.916
2024-07-06 00:00:00,56604.9,56975.0,56328.1,56582.3,14201.712
2024-07-06 01:00:00,56582.2,56591.9,56178.8,56195.0,7517.148
2024-07-06 02:00:00,56195.0,56481.8,56157.3,56412.2,5289.829
2024-07-06 03:00:00,56412.2,56500.0,56245.0,56388.3,3646.967
2024-07-06 04:00:00,56388.4,56398.8,56017.0,56040.0,5892.09
2024-07-06 05:00:00,56040.1,56480.8,56000.0,56342.0,11155.928
2024-07-06 06:00:00,56342.1,56549.7,56322.4,56388.2,4459.063
2024-07-06 07:00:00,56388.1,56660.0,56371.0,56571.1,5015.929
2024-07-06 08:00:00,56571.1,56628.0,56477.0,56530.8,3621.181
2024-07-06 09:00:00,56530.7,56749.7,56412.5,56739.0,4653.041
2024-07-06 10:00:00,56739.0,56850.0,56620.0,56750.0,6350.108
2024-07-06 11:00:00,56750.0,56774.5,56636.3,56713.2,3052.062
2024-07-06 12:00:00,56713.2,56763.0,56475.7,56725.7,4662.11
2024-07-06 13:00:00,56725.7,57344.0,56630.0,56963.0,12973.904
2024-07-06 14:00:00,56963.0,57107.7,56692.6,57032.0,9126.127
2024-07-06 15:00:00,57032.0,57420.0,56900.4,57285.4,12122.112
2024-07-06 16:00:00,57285.4,58089.9,57150.0,57830.2,24765.243
2024-07-06 17:00:00,57830.2,57999.0,57719.4,57932.3,5528.924
2024-07-06 18:00:00,57932.4,57995.0,57715.0,57755.9,4497.651
2024-07-06 19:00:00,57756.0,57906.8,57698.1,57834.8,3186.226
2024-07-06 20:00:00,57834.9,58211.0,57806.1,57944.1,6326.379
2024-07-06 21:00:00,57944.1,58249.4,57792.2,57844.5,5206.948
2024-07-06 22:00:00,57844.6,58097.3,57844.5,58086.0,2967.501
2024-07-06 23:00:00,58086.1,58472.0,58082.8,58216.0,12361.839
2024-07-07 00:00:00,58216.0,58276.9,57889.7,57910.1,7231.047
2024-07-07 01:00:00,57910.1,58300.0,57820.0,58099.5,8036.703
2024-07-07 02:00:00,58099.4,58443.0,58092.6,58338.8,9572.23
2024-07-07 03:00:00,58338.9,58341.6,57827.1,57943.9,14096.047
2024-07-07 04:00:00,57944.0,57990.3,57555.0,57580.7,12502.64
2024-07-07 05:00:00,57580.7,57786.3,57380.7,57631.5,9042.418
2024-07-07 06:00:00,57631.6,57773.4,57582.3,57626.0,3355.777
2024-07-07 07:00:00,57626.1,57678.5,57041.7,57344.4,12821.953
2024-07-07 08:00:00,57344.5,57641.1,57337.8,57624.8,6400.758
2024-07-07 09:00:00,57624.7,57718.7,57541.0,57710.0,4724.372
2024-07-07 10:00:00,57710.1,57899.9,57474.7,57485.2,7605.082
2024-07-07 11:00:00,57485.1,57528.2,57331.2,57436.9,4548.33
2024-07-07 12:00:00,57436.9,57600.0,57180.2,57322.6,5993.861
2024-07-07 13:00:00,57322.6,57344.1,56755.3,56846.1,16484.286
2024-07-07 14:00:00,56846.1,56919.9,56555.1,56746.1,12309.867
2024-07-07 15:00:00,56746.1,57045.8,56703.0,56806.2,7687.27
2024-07-07 16:00:00,56806.2,57150.0,56723.0,57090.1,6492.585
2024-07-07 17:00:00,57090.1,57272.7,56769.2,57218.8,7339.032
2024-07-07 18:00:00,57218.7,57372.2,57094.9,57144.8,5462.304
2024-07-07 19:00:00,57144.7,57180.8,57001.8,57133.9,2941.463
2024-07-07 20:00:00,57133.9,57301.8,57017.9,57250.1,2301.55
2024-07-07 21:00:00,57250.1,57267.9,56175.6,56565.8,17983.098
2024-07-07 22:00:00,56566.0,56769.8,56364.8,56366.0,8430.841
2024-07-07 23:00:00,56365.9,56506.8,55688.0,55830.9,16998.467
2024-07-08 00:00:00,55831.0,55999.0,55005.0,55068.9,26133.135
2024-07-08 01:00:00,55068.9,55090.7,54243.1,54930.0,37706.51
2024-07-08 02:00:00,54930.0,55425.9,54573.1,55362.3,21338.1
2024-07-08 03:00:00,55362.3,55469.6,54850.0,55136.6,12151.101
2024-07-08 04:00:00,55136.6,55625.5,54935.3,55476.9,10394.723
2024-07-08 05:00:00,55476.9,55694.1,55267.1,55455.9,9050.134
2024-07-08 06:00:00,55456.0,55878.0,55177.3,55611.2,13647.823
2024-07-08 07:00:00,55611.2,55841.2,55500.1,55828.4,7035.524
2024-07-08 08:00:00,55828.4,57876.0,55715.2,57767.8,59306.041
2024-07-08 09:00:00,57767.9,58200.0,57333.4,57498.6,28300.233
2024-07-08 10:00:00,57498.5,57700.0,56685.0,56800.0,20767.238
2024-07-08 11:00:00,56800.0,57333.0,56735.0,57137.3,16025.0
2024-07-08 12:00:00,57137.3,57629.3,56838.1,57132.0,15968.73
2024-07-08 13:00:00,57131.4,57423.4,56762.6,57217.9,16836.6
2024-07-08 14:00:00,57217.9,57280.5,54890.0,56169.0,70364.086
2024-07-08 15:00:00,56169.0,56765.0,55678.8,55736.8,27950.216
2024-07-08 16:00:00,55736.8,56098.6,55400.5,55789.8,17132.839
2024-07-08 17:00:00,55789.8,56365.1,55572.6,56262.5,11554.167
2024-07-08 18:00:00,56262.5,56550.0,56138.7,56264.7,8883.942
2024-07-08 19:00:00,56264.8,56529.2,56125.6,56462.3,6689.51
2024-07-08 20:00:00,56462.9,56556.0,56175.4,56242.0,5848.5
2024-07-08 21:00:00,56241.9,56800.0,56180.4,56622.3,8231.638
2024-07-08 22:00:00,56622.3,56955.0,56530.0,56663.5,9168.112
2024-07-08 23:00:00,56663.5,56845.8,56586.9,56686.4,3623.055
2024-07-09 00:00:00,56686.4,56747.2,56256.2,56507.6,9484.301
2024-07-09 01:00:00,56507.5,57260.0,56414.7,56534.5,16481.593
2024-07-09 02:00:00,56534.5,57350.0,56304.3,57237.8,12726.546
2024-07-09 03:00:00,57237.8,57248.8,56842.0,57139.5,7273.793
2024-07-09 04:00:00,57139.5,57340.0,57074.0,57260.4,6573.966
2024-07-09 05:00:00,57260.3,57423.6,57092.7,57261.8,6740.912
2024-07-09 06:00:00,57261.8,57744.8,57162.6,57448.0,10258.571
2024-07-09 07:00:00,57449.4,57528.9,57000.0,57102.5,12449.133
2024-07-09 08:00:00,57102.5,57899.9,57000.0,57599.7,22943.189
2024-07-09 09:00:00,57599.8,57671.4,57483.7,57563.4,5336.681
2024-07-09 10:00:00,57563.4,57650.0,57267.6,57409.7,8278.478
2024-07-09 11:00:00,57409.6,57529.0,57195.5,57407.1,5485.295
2024-07-09 12:00:00,57407.1,57549.1,57252.0,57327.1,7417.539
2024-07-09 13:00:00,57327.0,57392.2,56922.6,57313.4,14464.607
2024-07-09 14:00:00,57313.5,58159.6,57036.6,57040.3,34589.504
2024-07-09 15:00:00,57040.3,57479.6,56862.9,57445.3,17808.194
2024-07-09 16:00:00,57445.3,57848.5,57318.3,57663.1,12576.151
2024-07-09 17:00:00,57663.0,57780.0,57344.7,57497.1,5511.686
2024-07-09 18:00:00,57497.0,58290.6,57418.9,57888.0,17780.898
2024-07-09 19:00:00,57888.0,57912.2,57659.9,57837.7,5022.574
2024-07-09 20:00:00,57837.7,58081.8,57684.6,57911.9,5070.862
2024-07-09 21:00:00,57911.9,57968.7,57741.0,57782.9,2966.082
2024-07-09 22:00:00,57782.8,58256.0,57700.8,57915.1,6340.848
2024-07-09 23:00:00,57915.1,58098.0,57843.0,58023.2,3655.645
2024-07-10 00:00:00,58023.1,58023.2,57401.0,57468.0,9075.746
2024-07-10 01:00:00,57467.9,57983.7,57315.9,57775.4,8725.284
2024-07-10 02:00:00,57775.4,57899.0,57612.4,57868.7,3757.097
2024-07-10 03:00:00,57868.6,58190.0,57818.1,58157.7,5702.946
2024-07-10 04:00:00,58157.6,59429.7,58153.3,59323.9,39858.373
2024-07-10 05:00:00,59323.9,59449.6,58800.0,58951.5,13850.907
2024-07-10 06:00:00,58951.5,59297.8,58819.0,59212.6,8323.175
2024-07-10 07:00:00,59212.6,59258.4,58820.0,58948.1,7609.905
2024-07-10 08:00:00,58948.0,59013.9,58577.0,58735.2,10995.788
2024-07-10 09:00:00,58735.2,58753.2,58375.0,58474.6,11013.468
2024-07-10 10:00:00,58474.7,58702.0,58288.0,58633.2,10143.768
2024-07-10 11:00:00,58633.2,58700.0,58325.0,58469.4,6980.729
2024-07-10 12:00:00,58469.4,58544.5,57715.0,58127.8,23873.666
2024-07-10 13:00:00,58127.9,58265.2,57438.8,57718.7,21869.957
2024-07-10 14:00:00,57719.3,57866.0,57456.7,57686.0,10346.077
2024-07-10 15:00:00,57686.0,58004.5,57416.5,57658.0,12350.225
2024-07-10 16:00:00,57658.1,57995.0,57556.7,57675.2,9041.811
2024-07-10 17:00:00,57675.2,57731.8,57414.0,57608.3,6557.74
2024-07-10 18:00:00,57608.3,57768.8,57460.6,57606.0,4413.625
2024-07-10 19:00:00,57605.0,57605.0,57333.0,57374.1,6025.954
2024-07-10 20:00:00,57374.8,57534.0,57125.0,57391.1,9526.268
2024-07-10 21:00:00,57391.1,57532.7,57237.6,57411.1,3145.059
2024-07-10 22:00:00,57411.1,57834.0,57401.9,57688.0,6941.872
2024-07-10 23:00:00,57688.0,57860.8,57579.8,57707.0,4119.497
2024-07-11 00:00:00,57707.0,57707.5,57350.0,57608.0,5154.325
2024-07-11 01:00:00,57608.0,58378.0,57460.0,58260.9,14907.019
2024-07-11 02:00:00,58260.9,58380.0,57713.0,57846.2,8476.309
2024-07-11 03:00:00,57846.1,57937.4,57030.0,57540.5,14802.109
2024-07-11 04:00:00,57540.4,57768.0,57464.2,57755.7,5190.696
2024-07-11 05:00:00,57755.8,58074.8,57677.6,57967.1,7822.844
2024-07-11 06:00:00,57967.1,58083.2,57853.5,57976.7,4628.358
2024-07-11 07:00:00,57976.8,58288.6,57905.9,58168.1,8019.388
2024-07-11 08:00:00,58168.2,58320.2,58024.0,58145.5,5922.824
2024-07-11 09:00:00,58145.5,58365.0,58039.5,58265.7,8179.292
2024-07-11 10:00:00,58265.8,58489.8,58153.8,58445.9,8467.813
2024-07-11 11:00:00,58445.9,58887.0,58368.0,58754.1,17378.338
2024-07-11 12:00:00,58754.0,59780.0,58481.1,58798.4,51121.993
2024-07-11 13:00:00,58798.3,58955.0,58211.0,58544.2,26786.197
2024-07-11 14:00:00,58544.3,58651.5,57501.1,57764.8,32310.046
2024-07-11 15:00:00,57764.8,58089.9,57242.0,57382.8,20988.562
2024-07-11 16:00:00,57382.8,57719.1,57152.0,57618.5,13022.85
2024-07-11 17:00:00,57618.5,57912.6,57550.2,57778.3,6388.96
2024-07-11 18:00:00,57778.4,57969.6,57650.0,57814.7,5009.843
2024-07-11 19:00:00,57814.1,57830.0,57306.1,57354.7,6914.946
2024-07-11 20:00:00,57354.8,57569.0,57175.0,57528.4,6511.372
2024-07-11 21:00:00,57528.3,57593.2,57288.0,57434.9,2928.104
2024-07-11 22:00:00,57434.8,57519.5,57118.0,57314.9,6813.362
2024-07-11 23:00:00,57315.0,57371.7,57121.0,57315.5,5361.409
2024-07-12 00:00:00,57315.7,57554.4,57122.9,57147.7,8051.787
2024-07-12 01:00:00,57147.7,57327.7,56500.1,56919.9,20637.429
2024-07-12 02:00:00,56919.9,57397.6,56855.9,57306.7,9537.103
2024-07-12 03:00:00,57306.6,57346.4,56820.7,56887.6,6823.298
2024-07-12 04:00:00,56887.6,57045.4,56690.0,56988.2,6328.198
2024-07-12 05:00:00,56988.2,57088.0,56921.3,57003.6,4214.898
2024-07-12 06:00:00,57003.5,57378.0,56997.9,57188.1,7523.783
2024-07-12 07:00:00,57188.0,57286.3,56805.0,57071.4,9288.782
2024-07-12 08:00:00,57071.4,57325.2,57000.0,57304.7,10752.875
2024-07-12 09:00:00,57304.6,57305.0,56840.0,56933.7,6872.732
2024-07-12 10:00:00,56933.7,57174.2,56740.6,57152.1,7467.509
2024-07-12 11:00:00,57152.1,57261.0,57040.1,57188.8,5956.741
2024-07-12 12:00:00,57188.7,57461.8,57066.0,57354.1,17028.846
2024-07-12 13:00:00,57354.0,57978.7,57319.3,57816.2,19081.304
2024-07-12 14:00:00,57816.3,58000.0,57656.8,57799.9,10883.157
2024-07-12 15:00:00,57800.0,58255.4,57744.2,58188.9,12832.158
2024-07-12 16:00:00,58188.9,58400.0,57905.3,58089.8,11188.701
2024-07-12 17:00:00,58089.8,58300.0,57923.0,58138.4,6497.035
2024-07-12 18:00:00,58138.5,58500.0,58034.4,58271.2,11778.237
2024-07-12 19:00:00,58271.1,58339.3,57446.1,57546.1,20028.841
2024-07-12 20:00:00,57546.2,57622.9,57107.7,57508.4,14536.102
2024-07-12 21:00:00,57508.4,57655.7,57474.7,57567.3,2998.07
2024-07-12 22:00:00,57567.0,57864.7,57550.2,57759.2,4622.733
2024-07-12 23:00:00,57759.3,57887.6,57684.6,57870.0,3170.297
2024-07-13 00:00:00,57870.0,57915.6,57730.2,57813.7,3199.843
2024-07-13 01:00:00,57813.6,57948.0,57775.7,57861.7,2834.439
2024-07-13 02:00:00,57861.7,57928.9,57731.9,57909.5,2501.209
2024-07-13 03:00:00,57909.4,57962.8,57760.0,57792.4,3070.062
2024-07-13 04:00:00,57792.5,57834.3,57744.9,57755.1,1967.34
2024-07-13 05:00:00,57755.0,58139.7,57728.6,58046.7,5940.063
2024-07-13 06:00:00,58046.7,58195.7,57972.7,58010.4,3952.91
2024-07-13 07:00:00,58010.3,58140.0,57990.0,58140.0,2603.037
2024-07-13 08:00:00,58140.0,58191.1,57917.9,57929.9,2811.825
2024-07-13 09:00:00,57929.9,58900.0,57882.3,58654.1,16925.414
2024-07-13 10:00:00,58654.1,58733.1,58320.0,58410.4,9957.936
2024-07-13 11:00:00,58410.5,58581.6,58352.4,58513.9,5154.325
2024-07-13 12:00:00,58514.0,58873.1,58408.1,58742.6,10180.809
2024-07-13 13:00:00,58742.6,58807.2,58555.0,58588.2,6233.477
2024-07-13 14:00:00,58588.1,58783.8,58450.0,58780.3,5748.607
2024-07-13 15:00:00,58780.3,58842.7,58650.7,58808.5,7995.734
2024-07-13 16:00:00,58808.5,58950.0,58569.2,58593.9,10175.215
2024-07-13 17:00:00,58593.8,58686.3,58538.9,58686.3,2480.553
2024-07-13 18:00:00,58686.3,58786.0,58545.0,58615.6,3084.675
2024-07-13 19:00:00,58615.6,58719.1,58572.0,58596.6,1769.828
2024-07-13 20:00:00,58596.7,58658.3,58550.0,58570.9,2075.884
2024-07-13 21:00:00,58571.0,58677.7,58551.0,58668.5,1273.528
2024-07-13 22:00:00,58668.5,59574.8,58254.5,59449.5,24090.049
2024-07-13 23:00:00,59449.6,59850.0,59100.0,59174.0,21857.56
2024-07-14 00:00:00,59173.9,59766.2,59164.0,59719.7,11580.011
2024-07-14 01:00:00,59719.7,59816.5,59400.0,59679.7,8822.126
2024-07-14 02:00:00,59679.8,59726.0,59254.0,59332.1,6666.218
2024-07-14 03:00:00,59332.1,59553.4,59313.6,59435.0,4809.746
2024-07-14 04:00:00,59435.0,60088.0,59387.4,59926.1,16640.617
2024-07-14 05:00:00,59926.1,60299.0,59770.4,60231.4,15795.803
2024-07-14 06:00:00,60231.5,60292.9,59761.0,59849.9,8608.904
2024-07-14 07:00:00,59849.9,60104.4,59795.0,60031.3,5604.179
2024-07-14 08:00:00,60031.2,60397.2,60031.2,60169.0,9220.685
2024-07-14 09:00:00,60168.8,60337.4,60090.9,60161.9,5287.025
2024-07-14 10:00:00,60161.9,60210.6,59879.3,59900.7,6963.267
2024-07-14 11:00:00,59900.7,60094.3,59880.8,60079.0,5467.177
2024-07-14 12:00:00,60079.0,60085.0,59555.5,59566.3,13772.717
2024-07-14 13:00:00,59566.3,59754.0,59556.8,59669.2,6200.067
2024-07-14 14:00:00,59669.3,60220.0,59438.0,59988.5,12029.985
2024-07-14 15:00:00,59988.4,60125.4,59843.1,60053.3,6861.387
2024-07-14 16:00:00,60053.3,60090.5,59858.0,60076.8,3606.963
2024-07-14 17:00:00,60076.8,60154.6,59883.7,59976.3,3522.111
2024-07-14 18:00:00,59976.2,60051.6,59902.0,59999.9,1749.251
2024-07-14 19:00:00,60000.0,60000.0,59868.0,59886.3,1391.887
2024-07-14 20:00:00,59886.3,60380.0,59850.0,60058.6,6244.724
2024-07-14 21:00:00,60058.6,61412.4,59987.4,61260.1,26381.798
2024-07-14 22:00:00,61260.1,61364.9,60725.9,60831.6,12086.257
2024-07-14 23:00:00,60831.6,61145.0,60673.6,60766.0,8747.978
2024-07-15 00:00:00,60766.0,61294.5,60622.6,61186.8,10490.273
2024-07-15 01:00:00,61186.7,61788.7,61149.0,61373.1,19781.121
2024-07-15 02:00:00,61373.1,62599.0,61272.6,62451.6,33496.318
2024-07-15 03:00:00,62451.6,62777.0,62294.0,62617.3,15773.702
2024-07-15 04:00:00,62617.3,62823.6,62400.0,62575.0,12113.108
2024-07-15 05:00:00,62575.0,62950.0,62499.9,62769.1,12892.083
2024-07-15 06:00:00,62769.2,62980.1,62672.5,62838.9,9683.356
2024-07-15 07:00:00,62839.0,63075.8,62716.7,62816.0,10006.849
2024-07-15 08:00:00,62816.1,63239.2,62766.6,62847.5,14072.8
2024-07-15 09:00:00,62847.4,62880.0,62526.6,62609.3,14337.966
2024-07-15 10:00:00,62610.0,62788.3,62373.0,62518.8,7532.278
2024-07-15 11:00:00,62518.8,62586.8,62266.0,62431.9,8469.762
2024-07-15 12:00:00,62432.0,62777.4,62419.5,62586.1,8396.623
2024-07-15 13:00:00,62586.2,62962.5,62449.7,62877.7,15445.045
2024-07-15 14:00:00,62877.6,63195.5,62700.4,63180.9,15376.077
2024-07-15 15:00:00,63180.8,63299.8,62825.8,62985.9,17338.275
2024-07-15 16:00:00,62986.0,63580.0,62812.8,63369.6,21641.121
2024-07-15 17:00:00,63369.7,63698.0,63041.5,63045.1,18904.785
2024-07-15 18:00:00,63045.2,63589.0,62951.6,63462.0,10651.978
2024-07-15 19:00:00,63462.0,63777.0,63150.0,63309.9,19261.918
2024-07-15 20:00:00,63309.9,63746.8,63216.2,63694.6,7349.88
2024-07-15 21:00:00,63694.7,63757.0,63462.3,63499.2,4103.24
2024-07-15 22:00:00,63499.2,64776.7,63463.8,64309.0,30916.281
